subscriber_id,signup_date,plan,country,acquisition_channel,primary_device,age_group,preferred_genre,lifecycle_stage,churn_date,monthly_spend_usd,nps_score,is_bundled,has_showtime_add_on,Segment
SUB00206,11/3/22,Annual,AU,Referral,Roku,25-34,Procedural,Active,,$9.99,,TRUE,FALSE,Standard
SUB00207,3/20/24,Essential,UK,Organic Search,Mobile,55,Animation,Winback,,$5.99,,TRUE,FALSE,Standard
SUB00208,12/15/22,Annual,AU,TV Ad,Tablet,55,Reality,At-Risk,,$9.99,8,FALSE,FALSE,Flag
SUB00209,8/22/22,Paramount+ with Showtime,US,Referral,Roku,35-44,Drama,Active,,$11.99,,FALSE,TRUE,High Value
SUB00210,3/28/24,Essential,CA,Paid Social,Desktop,18-24,Drama,Active,,$5.99,3,FALSE,FALSE,Standard
SUB00211,11/21/22,Essential,CA,App Store,Tablet,18-24,Drama,Active,,$5.99,,TRUE,FALSE,Standard
SUB00212,3/31/22,Annual,AU,Organic Search,Mobile,45-54,Procedural,Active,,$9.99,,TRUE,FALSE,Standard
SUB00213,9/4/23,Paramount+ with Showtime,US,Email Campaign,Desktop,35-44,Procedural,At-Risk,,$11.99,9,TRUE,TRUE,Flag
SUB00214,8/9/23,Paramount+ with Showtime,US,Paid Social,Tablet,55,Thriller,Active,,$11.99,,TRUE,TRUE,High Value
SUB00215,3/6/22,Paramount+ with Showtime,CA,App Store,Mobile,35-44,Drama,Active,,$11.99,,TRUE,TRUE,High Value
SUB00216,1/9/24,Annual,US,App Store,Mobile,55,Procedural,At-Risk,,$9.99,,FALSE,FALSE,Flag
SUB00217,12/7/22,Paramount+ with Showtime,UK,App Store,Fire TV,35-44,Thriller,Churned,1/30/24,$11.99,,FALSE,TRUE,Standard
SUB00218,9/10/23,Paramount+ with Showtime,UK,Paid Social,Desktop,25-34,Procedural,Reactivated,,$11.99,,FALSE,TRUE,Standard
SUB00219,8/13/23,Paramount+ with Showtime,AU,Email Campaign,Mobile,35-44,SciFi,Churned,2/25/24,$11.99,,TRUE,TRUE,Standard
SUB00220,11/30/23,Paramount+ with Showtime,US,App Store,Tablet,55,Drama,Churned,1/5/24,$11.99,7,FALSE,TRUE,Standard
SUB00221,5/23/22,Paramount+ with Showtime,US,Referral,Desktop,25-34,Procedural,At-Risk,,$11.99,,FALSE,TRUE,Flag
SUB00222,9/5/23,Annual,AU,Partner Bundle,Mobile,35-44,Procedural,Active,,$9.99,9,TRUE,FALSE,Standard
SUB00223,4/22/22,Paramount+ with Showtime,US,Referral,Roku,55,Drama,Churned,3/25/24,$11.99,7,FALSE,TRUE,Standard
SUB00224,3/26/24,Essential,CA,Paid Social,Roku,18-24,Drama,Active,,$5.99,10,TRUE,FALSE,Standard
SUB00225,4/2/23,Annual,US,Email Campaign,Mobile,45-54,Drama,Active,,$9.99,,FALSE,FALSE,Standard
SUB00226,3/29/22,Essential,UK,Email Campaign,Tablet,55,Thriller,Active,,$5.99,9,FALSE,FALSE,Standard
SUB00227,12/23/22,Paramount+ with Showtime,UK,Organic Search,Tablet,45-54,Drama,Active,,$11.99,2,TRUE,TRUE,High Value
SUB00228,5/19/24,Essential,US,Partner Bundle,Smart TV,18-24,Drama,Active,,$5.99,,FALSE,FALSE,Standard
SUB00229,4/19/23,Essential,US,Referral,Fire TV,35-44,Animation,Active,,$5.99,,TRUE,FALSE,Standard
SUB00230,4/6/23,Essential,US,Paid Social,Tablet,35-44,Drama,At-Risk,,$5.99,2,TRUE,FALSE,Flag
SUB00231,3/29/24,Paramount+ with Showtime,UK,Paid Social,Desktop,25-34,Drama,Reactivated,,$11.99,,FALSE,TRUE,Standard
SUB00232,6/25/23,Annual,AU,Partner Bundle,Desktop,35-44,SciFi,Winback,,$9.99,,FALSE,FALSE,Standard
SUB00233,5/15/24,Paramount+ with Showtime,US,Referral,Smart TV,25-34,Procedural,Active,,$11.99,,FALSE,TRUE,High Value
SUB00234,4/30/22,Essential,AU,App Store,Roku,55,Procedural,Active,,$5.99,7,TRUE,FALSE,Standard
SUB00235,5/14/23,Essential,US,App Store,Tablet,55,Procedural,At-Risk,,$5.99,,FALSE,FALSE,Flag
SUB00236,9/27/23,Essential,MX,Paid Social,Smart TV,35-44,Drama,New,,$5.99,,FALSE,FALSE,Standard
SUB00237,2/23/23,Paramount+ with Showtime,MX,Paid Social,Mobile,35-44,SciFi,At-Risk,,$11.99,,TRUE,TRUE,Flag
SUB00238,10/27/22,Annual,CA,Paid Social,Desktop,25-34,SciFi,New,,$9.99,8,TRUE,FALSE,Standard
SUB00239,8/10/23,Paramount+ with Showtime,US,TV Ad,Fire TV,45-54,Thriller,Active,,$11.99,7,TRUE,TRUE,High Value
SUB00240,1/24/24,Essential,MX,Email Campaign,Tablet,35-44,Thriller,Churned,4/26/24,$5.99,8,TRUE,FALSE,Standard
SUB00241,3/5/24,Annual,UK,TV Ad,Fire TV,55,Thriller,Churned,4/30/24,$9.99,3,TRUE,FALSE,Standard
SUB00242,3/14/24,Essential,UK,Partner Bundle,Tablet,25-34,Thriller,Active,,$5.99,6,FALSE,FALSE,Standard
SUB00243,10/24/22,Essential,US,TV Ad,Desktop,45-54,Drama,At-Risk,,$5.99,3,TRUE,FALSE,Flag
SUB00244,9/13/22,Essential,AU,App Store,Smart TV,35-44,SciFi,Active,,$5.99,7,FALSE,FALSE,Standard
SUB00245,4/8/23,Paramount+ with Showtime,CA,Referral,Tablet,18-24,Thriller,New,,$11.99,6,TRUE,TRUE,Standard
SUB00246,6/8/24,Essential,MX,Referral,Fire TV,55,Drama,Churned,7/8/24,$5.99,,TRUE,FALSE,Standard
SUB00247,3/25/24,Paramount+ with Showtime,US,App Store,Tablet,25-34,Procedural,Active,,$11.99,6,TRUE,TRUE,High Value
SUB00248,8/3/23,Essential,US,Organic Search,Fire TV,35-44,Procedural,Reactivated,,$5.99,1,TRUE,FALSE,Standard
SUB00249,5/28/24,Essential,AU,Paid Social,Fire TV,45-54,Procedural,Active,,$5.99,5,TRUE,FALSE,Standard
SUB00250,6/14/24,Essential,UK,Email Campaign,Mobile,35-44,Drama,Reactivated,,$5.99,3,TRUE,FALSE,Standard
SUB00251,2/10/23,Essential,AU,Referral,Mobile,55,Drama,At-Risk,,$5.99,,TRUE,FALSE,Flag
SUB00252,5/4/23,Essential,MX,Organic Search,Mobile,55,Drama,New,,$5.99,,TRUE,FALSE,Standard
SUB00253,5/30/24,Paramount+ with Showtime,US,Paid Social,Desktop,25-34,Procedural,Active,,$11.99,2,TRUE,TRUE,High Value
SUB00254,11/17/22,Essential,AU,TV Ad,Smart TV,35-44,Drama,Active,,$5.99,3,TRUE,FALSE,Standard
SUB00255,6/28/23,Essential,MX,Email Campaign,Fire TV,55,Drama,At-Risk,,$5.99,3,FALSE,FALSE,Flag
SUB00256,9/23/23,Essential,US,Paid Social,Mobile,25-34,SciFi,At-Risk,,$5.99,6,FALSE,FALSE,Flag
SUB00257,11/19/22,Essential,US,Partner Bundle,Roku,35-44,Thriller,Churned,8/29/23,$5.99,5,TRUE,FALSE,Standard
SUB00258,5/18/24,Annual,US,Referral,Desktop,25-34,Thriller,Churned,6/21/24,$9.99,4,FALSE,FALSE,Standard
SUB00259,1/31/23,Annual,US,Partner Bundle,Mobile,45-54,Drama,Active,,$9.99,3,FALSE,FALSE,Standard
SUB00260,5/31/24,Paramount+ with Showtime,US,TV Ad,Desktop,35-44,Drama,Churned,6/30/24,$11.99,,TRUE,TRUE,Standard
SUB00261,1/15/22,Essential,AU,Partner Bundle,Tablet,18-24,Drama,Active,,$5.99,7,FALSE,FALSE,Standard
SUB00262,12/20/23,Annual,US,Email Campaign,Mobile,55,Thriller,Active,,$9.99,,TRUE,FALSE,Standard
SUB00263,4/7/24,Paramount+ with Showtime,US,Email Campaign,Fire TV,35-44,Animation,Active,,$11.99,4,TRUE,TRUE,High Value
SUB00264,9/8/22,Essential,MX,Partner Bundle,Roku,45-54,Drama,New,,$5.99,,TRUE,FALSE,Standard
SUB00265,5/3/22,Essential,US,App Store,Tablet,25-34,Drama,New,,$5.99,5,TRUE,FALSE,Standard
SUB00266,1/16/23,Essential,US,Email Campaign,Desktop,35-44,Drama,Active,,$5.99,5,TRUE,FALSE,Standard
SUB00267,5/24/23,Essential,MX,TV Ad,Roku,35-44,Drama,Active,,$5.99,,FALSE,FALSE,Standard
SUB00268,3/2/24,Essential,US,Referral,Roku,45-54,Reality,Active,,$5.99,,TRUE,FALSE,Standard
SUB00269,9/8/22,Paramount+ with Showtime,US,Paid Social,Mobile,35-44,Drama,New,,$11.99,7,TRUE,TRUE,Standard
SUB00270,11/26/22,Paramount+ with Showtime,CA,TV Ad,Mobile,55,SciFi,Active,,$11.99,,TRUE,TRUE,High Value
SUB00271,7/3/22,Essential,AU,Organic Search,Desktop,45-54,Thriller,Active,,$5.99,,FALSE,FALSE,Standard
SUB00272,12/2/22,Essential,UK,Paid Social,Tablet,45-54,SciFi,New,,$5.99,10,TRUE,FALSE,Standard
SUB00273,4/21/23,Essential,US,Paid Social,Mobile,45-54,Animation,Active,,$5.99,,FALSE,FALSE,Standard
SUB00274,10/14/23,Paramount+ with Showtime,US,TV Ad,Fire TV,18-24,Procedural,Churned,6/24/24,$11.99,5,TRUE,TRUE,Standard
SUB00275,7/30/22,Paramount+ with Showtime,MX,Organic Search,Smart TV,25-34,Drama,Active,,$11.99,,TRUE,TRUE,High Value
SUB00276,8/26/22,Paramount+ with Showtime,UK,App Store,Fire TV,45-54,Procedural,Reactivated,,$11.99,9,TRUE,TRUE,Standard
SUB00277,10/15/23,Annual,US,App Store,Fire TV,55,Procedural,Churned,12/3/23,$9.99,,FALSE,FALSE,Standard
SUB00278,5/21/24,Paramount+ with Showtime,UK,App Store,Tablet,35-44,Comedy,Active,,$11.99,,TRUE,TRUE,High Value
SUB00279,5/20/22,Essential,US,Paid Social,Desktop,18-24,Thriller,Churned,2/7/24,$5.99,,TRUE,FALSE,Standard
SUB00280,7/3/23,Paramount+ with Showtime,CA,App Store,Tablet,25-34,Thriller,Active,,$11.99,,TRUE,TRUE,High Value
SUB00281,4/6/24,Annual,US,Paid Social,Tablet,55,Procedural,At-Risk,,$9.99,,TRUE,FALSE,Flag
SUB00282,12/31/22,Paramount+ with Showtime,CA,TV Ad,Smart TV,18-24,Reality,Active,,$11.99,8,TRUE,TRUE,High Value
SUB00283,4/7/22,Essential,US,Organic Search,Smart TV,25-34,Procedural,Active,,$5.99,,FALSE,FALSE,Standard
SUB00284,1/17/23,Essential,CA,TV Ad,Mobile,55,Reality,At-Risk,,$5.99,4,FALSE,FALSE,Flag
SUB00285,4/8/24,Essential,US,App Store,Mobile,35-44,Drama,Active,,$5.99,7,FALSE,FALSE,Standard
SUB00286,5/24/23,Paramount+ with Showtime,US,Email Campaign,Smart TV,55,Drama,New,,$11.99,,FALSE,TRUE,Standard
SUB00287,6/23/24,Annual,US,Referral,Tablet,55,Drama,Active,,$9.99,9,FALSE,FALSE,Standard
SUB00288,3/4/22,Essential,AU,Paid Social,Fire TV,35-44,Drama,New,,$5.99,4,TRUE,FALSE,Standard
SUB00289,1/27/23,Annual,MX,Email Campaign,Roku,45-54,Drama,Churned,8/28/23,$9.99,,FALSE,FALSE,Standard
SUB00290,7/4/22,Essential,US,TV Ad,Tablet,55,Drama,New,,$5.99,8,FALSE,FALSE,Standard
SUB00291,2/25/24,Essential,US,Paid Social,Fire TV,25-34,Comedy,At-Risk,,$5.99,,TRUE,FALSE,Flag
SUB00292,2/22/24,Annual,AU,Email Campaign,Smart TV,25-34,Drama,Winback,,$9.99,,FALSE,FALSE,Standard
SUB00293,4/5/24,Essential,UK,Partner Bundle,Roku,55,Procedural,Churned,5/27/24,$5.99,4,FALSE,FALSE,Standard
SUB00294,7/10/23,Essential,US,Organic Search,Smart TV,45-54,Thriller,Active,,$5.99,,FALSE,FALSE,Standard
SUB00295,1/1/22,Essential,US,Email Campaign,Fire TV,55,Drama,Active,,$5.99,6,TRUE,FALSE,Standard
SUB00296,1/23/22,Essential,US,TV Ad,Roku,55,Thriller,Active,,$5.99,,TRUE,FALSE,Standard
SUB00297,1/18/23,Annual,US,Email Campaign,Tablet,35-44,Procedural,Churned,1/22/24,$9.99,,TRUE,FALSE,Standard
SUB00298,1/20/24,Paramount+ with Showtime,UK,Paid Social,Fire TV,55,Drama,Reactivated,,$11.99,10,FALSE,TRUE,Standard
SUB00299,8/17/22,Paramount+ with Showtime,CA,Referral,Fire TV,25-34,Thriller,At-Risk,,$11.99,,TRUE,TRUE,Flag
SUB00300,12/20/23,Annual,US,Paid Social,Roku,35-44,Procedural,Reactivated,,$9.99,10,TRUE,FALSE,Standard
SUB00301,10/17/23,Essential,UK,Referral,Mobile,45-54,Comedy,At-Risk,,$5.99,,FALSE,FALSE,Flag
SUB00302,6/21/22,Paramount+ with Showtime,MX,Organic Search,Tablet,18-24,Drama,At-Risk,,$11.99,,TRUE,TRUE,Flag
SUB00303,12/25/22,Essential,US,App Store,Desktop,18-24,Drama,Active,,$5.99,3,FALSE,FALSE,Standard
SUB00304,5/20/23,Annual,AU,Organic Search,Desktop,35-44,Procedural,Reactivated,,$9.99,4,TRUE,FALSE,Standard
SUB00305,4/8/23,Paramount+ with Showtime,US,Email Campaign,Tablet,18-24,Drama,New,,$11.99,,TRUE,TRUE,Standard
SUB00306,6/28/24,Essential,US,Email Campaign,Roku,55,Thriller,Active,,$5.99,1,FALSE,FALSE,Standard
SUB00307,11/1/23,Essential,US,Organic Search,Tablet,45-54,Drama,Active,,$5.99,7,FALSE,FALSE,Standard
SUB00308,11/8/23,Essential,US,App Store,Roku,25-34,Drama,Active,,$5.99,3,TRUE,FALSE,Standard
SUB00309,1/5/23,Paramount+ with Showtime,MX,Paid Social,Mobile,18-24,Reality,New,,$11.99,,FALSE,TRUE,Standard
SUB00310,3/25/22,Paramount+ with Showtime,AU,App Store,Desktop,25-34,Drama,Active,,$11.99,2,FALSE,TRUE,High Value
SUB00311,7/9/22,Paramount+ with Showtime,US,App Store,Mobile,35-44,Drama,Active,,$11.99,5,TRUE,TRUE,High Value
SUB00312,5/7/24,Essential,US,Organic Search,Fire TV,18-24,Drama,Active,,$5.99,7,TRUE,FALSE,Standard
SUB00313,7/21/23,Annual,AU,Partner Bundle,Fire TV,35-44,Thriller,New,,$9.99,10,TRUE,FALSE,Standard
SUB00314,5/3/23,Essential,US,Organic Search,Desktop,35-44,Drama,Active,,$5.99,3,TRUE,FALSE,Standard
SUB00315,4/7/24,Paramount+ with Showtime,US,Referral,Desktop,18-24,Drama,Active,,$11.99,3,FALSE,TRUE,High Value
SUB00316,11/24/22,Essential,AU,Partner Bundle,Desktop,18-24,Drama,Reactivated,,$5.99,,FALSE,FALSE,Standard
SUB00317,6/17/23,Annual,AU,Organic Search,Desktop,18-24,Procedural,Active,,$9.99,,TRUE,FALSE,Standard
SUB00318,4/19/22,Paramount+ with Showtime,UK,App Store,Tablet,18-24,Procedural,At-Risk,,$11.99,10,FALSE,TRUE,Flag
SUB00319,2/8/22,Essential,AU,Organic Search,Desktop,35-44,Drama,Active,,$5.99,4,TRUE,FALSE,Standard
SUB00320,2/3/24,Paramount+ with Showtime,US,Email Campaign,Tablet,35-44,Thriller,Active,,$11.99,,FALSE,TRUE,High Value
SUB00321,5/28/24,Essential,US,Email Campaign,Fire TV,18-24,Thriller,At-Risk,,$5.99,6,FALSE,FALSE,Flag
SUB00322,1/17/24,Essential,US,App Store,Smart TV,55,Drama,Active,,$5.99,8,FALSE,FALSE,Standard
SUB00323,4/20/24,Essential,CA,Referral,Roku,25-34,Procedural,New,,$5.99,,TRUE,FALSE,Standard
SUB00324,6/27/22,Essential,US,Organic Search,Desktop,25-34,Drama,Active,,$5.99,4,FALSE,FALSE,Standard
SUB00325,1/13/23,Essential,US,Paid Social,Tablet,35-44,Drama,Churned,10/28/23,$5.99,3,FALSE,FALSE,Standard
SUB00326,8/24/23,Essential,CA,Referral,Fire TV,35-44,Procedural,At-Risk,,$5.99,,FALSE,FALSE,Flag
SUB00327,2/20/22,Essential,US,Referral,Smart TV,45-54,Drama,Active,,$5.99,,FALSE,FALSE,Standard
SUB00328,6/10/23,Essential,MX,Paid Social,Fire TV,55,Drama,New,,$5.99,1,TRUE,FALSE,Standard
SUB00329,9/16/22,Paramount+ with Showtime,AU,App Store,Tablet,35-44,Thriller,At-Risk,,$11.99,,FALSE,TRUE,Flag
SUB00330,11/6/22,Paramount+ with Showtime,US,Organic Search,Roku,55,Drama,At-Risk,,$11.99,6,FALSE,TRUE,Flag
SUB00331,11/2/22,Essential,UK,Email Campaign,Fire TV,45-54,Procedural,At-Risk,,$5.99,5,FALSE,FALSE,Flag
SUB00332,7/12/22,Essential,AU,Referral,Tablet,25-34,Drama,Active,,$5.99,,TRUE,FALSE,Standard
SUB00333,11/3/23,Paramount+ with Showtime,AU,App Store,Desktop,35-44,Drama,Active,,$11.99,,TRUE,TRUE,High Value
SUB00334,12/18/22,Annual,MX,Referral,Tablet,55,Drama,Churned,9/1/23,$9.99,,TRUE,FALSE,Standard
SUB00335,5/10/24,Essential,CA,Organic Search,Desktop,45-54,Procedural,At-Risk,,$5.99,9,TRUE,FALSE,Flag
SUB00336,11/28/23,Essential,US,Email Campaign,Smart TV,55,Drama,Reactivated,,$5.99,7,FALSE,FALSE,Standard
SUB00337,1/16/23,Paramount+ with Showtime,US,App Store,Mobile,35-44,Thriller,Active,,$11.99,10,TRUE,TRUE,High Value
SUB00338,4/29/23,Essential,AU,Partner Bundle,Tablet,45-54,Animation,Reactivated,,$5.99,,TRUE,FALSE,Standard
SUB00339,5/21/22,Paramount+ with Showtime,MX,Paid Social,Tablet,35-44,Thriller,Winback,,$11.99,2,FALSE,TRUE,Standard
SUB00340,12/7/22,Paramount+ with Showtime,US,Organic Search,Desktop,25-34,Drama,At-Risk,,$11.99,,TRUE,TRUE,Flag
SUB00341,8/14/23,Essential,AU,Referral,Desktop,18-24,Procedural,Churned,5/20/24,$5.99,8,FALSE,FALSE,Standard
SUB00342,1/5/22,Paramount+ with Showtime,US,Email Campaign,Roku,25-34,Drama,New,,$11.99,,TRUE,TRUE,Standard
SUB00343,10/4/23,Paramount+ with Showtime,CA,Paid Social,Mobile,55,Procedural,Churned,12/30/23,$11.99,5,TRUE,TRUE,Standard
SUB00344,3/8/22,Paramount+ with Showtime,UK,App Store,Fire TV,35-44,Procedural,Churned,2/6/23,$11.99,,FALSE,TRUE,Standard
SUB00345,1/3/23,Essential,US,Paid Social,Fire TV,35-44,Procedural,Churned,7/20/23,$5.99,,TRUE,FALSE,Standard
SUB00346,8/27/23,Paramount+ with Showtime,US,App Store,Fire TV,25-34,Drama,Active,,$11.99,10,TRUE,TRUE,High Value
SUB00347,9/1/23,Essential,US,Organic Search,Fire TV,55,Drama,Winback,,$5.99,7,TRUE,FALSE,Standard
SUB00348,7/15/23,Essential,US,Referral,Fire TV,55,Drama,Active,,$5.99,,FALSE,FALSE,Standard
SUB00349,11/9/23,Paramount+ with Showtime,US,App Store,Mobile,45-54,Drama,Active,,$11.99,2,FALSE,TRUE,High Value
SUB00350,4/27/22,Annual,US,TV Ad,Tablet,25-34,Drama,Churned,10/18/23,$9.99,4,FALSE,FALSE,Standard
SUB00351,12/22/23,Essential,MX,Paid Social,Fire TV,25-34,Drama,Active,,$5.99,,TRUE,FALSE,Standard
SUB00352,1/14/22,Annual,MX,Paid Social,Mobile,25-34,Drama,At-Risk,,$9.99,2,FALSE,FALSE,Flag
SUB00353,10/22/23,Paramount+ with Showtime,MX,Organic Search,Mobile,35-44,Drama,Active,,$11.99,,TRUE,TRUE,High Value
SUB00354,5/22/24,Paramount+ with Showtime,AU,Referral,Mobile,55,Drama,Active,,$11.99,1,TRUE,TRUE,High Value
SUB00355,5/22/24,Essential,UK,Email Campaign,Desktop,55,Thriller,Active,,$5.99,,TRUE,FALSE,Standard
SUB00356,1/17/23,Paramount+ with Showtime,AU,App Store,Tablet,25-34,Drama,Churned,5/20/23,$11.99,,FALSE,TRUE,Standard
SUB00357,3/30/24,Essential,US,Referral,Fire TV,25-34,Drama,Active,,$5.99,3,TRUE,FALSE,Standard
SUB00358,3/3/23,Annual,MX,Paid Social,Roku,45-54,Procedural,Reactivated,,$9.99,10,TRUE,FALSE,Standard
SUB00359,6/2/24,Essential,MX,App Store,Mobile,55,Drama,At-Risk,,$5.99,1,TRUE,FALSE,Flag
SUB00360,9/25/22,Annual,US,Referral,Tablet,18-24,Drama,At-Risk,,$9.99,10,TRUE,FALSE,Flag
SUB00361,3/20/23,Paramount+ with Showtime,UK,Referral,Fire TV,25-34,Drama,At-Risk,,$11.99,,TRUE,TRUE,Flag
SUB00362,1/12/22,Annual,MX,TV Ad,Desktop,25-34,Thriller,At-Risk,,$9.99,,FALSE,FALSE,Flag
SUB00363,11/25/22,Essential,US,Partner Bundle,Fire TV,35-44,Procedural,Active,,$5.99,4,TRUE,FALSE,Standard
SUB00364,4/16/23,Paramount+ with Showtime,US,TV Ad,Desktop,45-54,Thriller,Active,,$11.99,,FALSE,TRUE,High Value
SUB00365,2/3/24,Paramount+ with Showtime,AU,Organic Search,Roku,18-24,Drama,At-Risk,,$11.99,,TRUE,TRUE,Flag
SUB00366,3/21/24,Paramount+ with Showtime,US,Referral,Fire TV,55,Thriller,At-Risk,,$11.99,6,TRUE,TRUE,Flag
SUB00367,4/16/24,Paramount+ with Showtime,MX,Referral,Fire TV,45-54,Drama,Active,,$11.99,2,TRUE,TRUE,High Value
SUB00368,2/17/24,Paramount+ with Showtime,UK,TV Ad,Fire TV,18-24,Procedural,At-Risk,,$11.99,,FALSE,TRUE,Flag
SUB00369,12/20/23,Paramount+ with Showtime,US,TV Ad,Fire TV,25-34,Drama,Active,,$11.99,2,FALSE,TRUE,High Value
SUB00370,9/18/23,Paramount+ with Showtime,US,App Store,Smart TV,25-34,Drama,Active,,$11.99,,FALSE,TRUE,High Value
SUB00371,2/17/22,Annual,US,TV Ad,Desktop,55,Thriller,Reactivated,,$9.99,9,TRUE,FALSE,Standard
SUB00372,5/26/23,Essential,AU,TV Ad,Roku,55,Drama,New,,$5.99,3,TRUE,FALSE,Standard
SUB00373,1/19/24,Annual,UK,Partner Bundle,Desktop,35-44,Animation,Churned,3/15/24,$9.99,4,FALSE,FALSE,Standard
SUB00374,2/12/23,Paramount+ with Showtime,US,Paid Social,Desktop,35-44,Thriller,Winback,,$11.99,9,FALSE,TRUE,Standard
SUB00375,5/13/24,Annual,US,Paid Social,Smart TV,55,Thriller,Churned,6/22/24,$9.99,6,TRUE,FALSE,Standard
SUB00376,12/29/23,Annual,UK,Referral,Mobile,25-34,Drama,At-Risk,,$9.99,,FALSE,FALSE,Flag
SUB00377,8/20/23,Paramount+ with Showtime,CA,TV Ad,Desktop,55,Procedural,At-Risk,,$11.99,,TRUE,TRUE,Flag
SUB00378,1/26/22,Essential,US,Email Campaign,Smart TV,18-24,Thriller,Active,,$5.99,3,TRUE,FALSE,Standard
SUB00379,12/9/23,Essential,UK,TV Ad,Desktop,45-54,Drama,Churned,2/29/24,$5.99,9,TRUE,FALSE,Standard
SUB00380,1/31/24,Essential,CA,Referral,Fire TV,35-44,Drama,At-Risk,,$5.99,7,FALSE,FALSE,Flag
SUB00381,3/18/24,Annual,US,Organic Search,Fire TV,35-44,Drama,Winback,,$9.99,,FALSE,FALSE,Standard
SUB00382,4/29/24,Paramount+ with Showtime,US,TV Ad,Fire TV,55,Drama,Active,,$11.99,,TRUE,TRUE,High Value
SUB00383,12/1/23,Annual,US,App Store,Mobile,25-34,Animation,New,,$9.99,,FALSE,FALSE,Standard
SUB00384,5/14/22,Essential,UK,App Store,Fire TV,25-34,Procedural,Active,,$5.99,,FALSE,FALSE,Standard
SUB00385,9/4/23,Annual,CA,App Store,Roku,55,Drama,New,,$9.99,,FALSE,FALSE,Standard
SUB00386,6/23/23,Annual,US,TV Ad,Roku,25-34,Drama,Active,,$9.99,9,FALSE,FALSE,Standard
SUB00387,4/5/22,Paramount+ with Showtime,UK,Email Campaign,Tablet,25-34,Drama,Active,,$11.99,10,FALSE,TRUE,High Value
SUB00388,7/29/23,Paramount+ with Showtime,MX,Paid Social,Fire TV,25-34,Thriller,Churned,9/1/23,$11.99,4,TRUE,TRUE,Standard
SUB00389,11/30/23,Essential,AU,Email Campaign,Roku,35-44,Drama,Reactivated,,$5.99,,FALSE,FALSE,Standard
SUB00390,6/11/23,Essential,CA,Referral,Smart TV,45-54,Procedural,Churned,2/24/24,$5.99,2,TRUE,FALSE,Standard
SUB00391,3/2/24,Essential,US,Referral,Fire TV,18-24,Drama,Active,,$5.99,,FALSE,FALSE,Standard
SUB00392,5/5/24,Paramount+ with Showtime,US,Referral,Fire TV,45-54,Procedural,Active,,$11.99,,FALSE,TRUE,High Value
SUB00393,2/8/22,Essential,CA,Partner Bundle,Mobile,18-24,SciFi,New,,$5.99,5,FALSE,FALSE,Standard
SUB00394,2/2/23,Paramount+ with Showtime,UK,Organic Search,Desktop,35-44,Drama,Active,,$11.99,,TRUE,TRUE,High Value
SUB00395,10/19/23,Annual,US,Referral,Mobile,55,Drama,Churned,12/4/23,$9.99,2,FALSE,FALSE,Standard
SUB00396,3/16/24,Essential,CA,TV Ad,Desktop,55,Procedural,At-Risk,,$5.99,,TRUE,FALSE,Flag
SUB00397,5/1/23,Essential,AU,TV Ad,Roku,25-34,Thriller,Active,,$5.99,3,FALSE,FALSE,Standard
SUB00398,11/25/23,Paramount+ with Showtime,US,Partner Bundle,Roku,55,Procedural,Reactivated,,$11.99,,TRUE,TRUE,Standard
SUB00399,8/10/23,Annual,US,Email Campaign,Smart TV,45-54,Drama,At-Risk,,$9.99,6,TRUE,FALSE,Flag
SUB00400,2/27/23,Essential,US,Paid Social,Smart TV,45-54,Thriller,Reactivated,,$5.99,4,TRUE,FALSE,Standard
SUB00401,7/5/22,Essential,MX,Referral,Roku,45-54,Procedural,At-Risk,,$5.99,,TRUE,FALSE,Flag
SUB00402,9/14/22,Annual,MX,Email Campaign,Tablet,55,Procedural,New,,$9.99,4,TRUE,FALSE,Standard
SUB00403,10/19/22,Paramount+ with Showtime,MX,App Store,Tablet,25-34,Thriller,At-Risk,,$11.99,10,TRUE,TRUE,Flag
SUB00404,8/3/23,Paramount+ with Showtime,US,Organic Search,Tablet,35-44,Comedy,At-Risk,,$11.99,7,FALSE,TRUE,Flag
SUB00405,5/10/24,Paramount+ with Showtime,MX,App Store,Desktop,55,Drama,Active,,$11.99,8,TRUE,TRUE,High Value
SUB00406,6/29/22,Paramount+ with Showtime,US,Partner Bundle,Smart TV,18-24,Drama,At-Risk,,$11.99,2,TRUE,TRUE,Flag
SUB00407,1/20/22,Annual,AU,TV Ad,Roku,18-24,Drama,Churned,11/27/23,$9.99,9,FALSE,FALSE,Standard
SUB00408,7/11/23,Paramount+ with Showtime,US,Email Campaign,Desktop,45-54,Comedy,Reactivated,,$11.99,10,FALSE,TRUE,Standard
SUB00409,5/18/22,Essential,AU,Email Campaign,Roku,45-54,Reality,Active,,$5.99,10,TRUE,FALSE,Standard
SUB00410,2/15/24,Essential,US,Partner Bundle,Roku,45-54,Drama,Active,,$5.99,3,FALSE,FALSE,Standard
SUB00411,1/3/23,Essential,US,Email Campaign,Tablet,45-54,Comedy,New,,$5.99,,TRUE,FALSE,Standard
SUB00412,6/15/23,Paramount+ with Showtime,MX,App Store,Mobile,35-44,Drama,Reactivated,,$11.99,6,TRUE,TRUE,Standard
SUB00413,12/22/23,Paramount+ with Showtime,CA,Partner Bundle,Roku,55,SciFi,Winback,,$11.99,,FALSE,TRUE,Standard
SUB00414,1/10/23,Annual,CA,App Store,Smart TV,18-24,Drama,At-Risk,,$9.99,6,FALSE,FALSE,Flag
